MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,OverallQual_square,MasVnrArea_square,TotalBsmtSF_square,1stFlrSF_square,GrLivArea_square,FullBath_square,TotRmsAbvGrd_square,Fireplaces_square,GarageCars_square,GarageArea_square,BsmtFinSF1_square,OverallQual_cube,MasVnrArea_cube,TotalBsmtSF_cube,1stFlrSF_cube,GrLivArea_cube,FullBath_cube,TotRmsAbvGrd_cube,Fireplaces_cube,GarageCars_cube,GarageArea_cube,BsmtFinSF1_cube,OverallQual_sqrt,MasVnrArea_sqrt,TotalBsmtSF_sqrt,1stFlrSF_sqrt,GrLivArea_sqrt,FullBath_sqrt,TotRmsAbvGrd_sqrt,Fireplaces_sqrt,GarageCars_sqrt,GarageArea_sqrt,BsmtFinSF1_sqrt
85,RL,80.0,8800,Pave,NA,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,BrkFace,156.0,TA,Gd,PConc,TA,TA,Gd,GLQ,763.0,Unf,0.0,173.0,936.0,GasA,Ex,Y,SBrkr,1054,0,0,1054,1.0,0.0,1,0,3,1,Gd,6,Typ,0,NA,Attchd,1963.0,RFn,2.0,480.0,TA,TA,Y,120,0,0,0,0,0,NA,MnPrv,NA,0,5,2010,WD,Abnorml,36,24336.0,876096.0,1110916,1110916,1,36,0,4.0,230400.0,582169.0,216,3796416.0,820025856.0,1170905464,1170905464,1,216,0,8.0,110592000.0,444194947.0,2.449489742783178,12.489995996796797,30.59411708155671,32.46536616149585,32.46536616149585,1.0,2.449489742783178,0.0,1.4142135623730951,21.908902300206645,27.622454633866266
60,RL,60.0,7861,Pave,NA,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,457.0,Unf,0.0,326.0,783.0,GasA,Ex,Y,SBrkr,807,702,0,1509,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2.0,393.0,TA,TA,Y,100,75,0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,36,0.0,613089.0,651249,2277081,4,49,1,4.0,154449.0,208849.0,216,0.0,480048687.0,525557943,3436115229,8,343,1,8.0,60698457.0,95443993.0,2.449489742783178,0.0,27.982137159266443,28.407745422683583,38.84584919911006,1.4142135623730951,2.6457513110645907,1.0,1.4142135623730951,19.82422760159901,21.37755832643195
45,RL,59.0,7227,Pave,NA,Reg,HLS,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,Gd,Y,SBrkr,832,0,0,832,0.0,0.0,1,0,2,1,Gd,4,Typ,0,NA,Detchd,1962.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,36,0.0,692224.0,692224,692224,1,16,0,4.0,278784.0,0.0,216,0.0,575930368.0,575930368,575930368,1,64,0,8.0,147197952.0,0.0,2.449489742783178,0.0,28.844410203711913,28.844410203711913,28.844410203711913,1.0,2.0,0.0,1.4142135623730951,22.978250586152114,0.0
20,RL,90.0,11694,Pave,NA,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,452.0,Ex,TA,PConc,Ex,TA,Av,GLQ,48.0,Unf,0.0,1774.0,1822.0,GasA,Ex,Y,SBrkr,1828,0,0,1828,0.0,0.0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2007.0,Unf,3.0,774.0,TA,TA,Y,0,108,0,0,260,0,NA,NA,NA,0,7,2007,New,Partial,81,204304.0,3319684.0,3341584,3341584,4,81,1,9.0,599076.0,2304.0,729,92345408.0,6048464248.0,6108415552,6108415552,8,729,1,27.0,463684824.0,110592.0,3.0,21.2602916254693,42.68489194082609,42.7551166528639,42.7551166528639,1.4142135623730951,3.0,1.0,1.7320508075688772,27.820855486487112,6.928203230275509
60,RL,85.0,12244,Pave,NA,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Stone,226.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,871.0,Unf,0.0,611.0,1482.0,GasA,Ex,Y,SBrkr,1482,780,0,2262,1.0,0.0,2,1,4,1,Gd,10,Typ,2,Gd,Attchd,2003.0,Fin,3.0,749.0,TA,TA,Y,168,0,0,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,64,51076.0,2196324.0,2196324,5116644,4,100,4,9.0,561001.0,758641.0,512,11543176.0,3254952168.0,3254952168,11573848728,8,1000,8,27.0,420189749.0,660776311.0,2.8284271247461903,15.033296378372908,38.49675310984031,38.49675310984031,47.56048780237646,1.4142135623730951,3.1622776601683795,1.4142135623730951,1.7320508075688772,27.367864366808018,29.512709126747414
30,RL,45.0,8248,Pave,Grvl,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,41.0,Unf,0.0,823.0,864.0,GasA,TA,N,FuseF,864,0,0,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,N,0,0,100,0,0,0,NA,NA,NA,0,9,2008,WD,Normal,9,0.0,746496.0,746496,746496,1,25,0,0.0,0.0,1681.0,27,0.0,644972544.0,644972544,644972544,1,125,0,0.0,0.0,68921.0,1.7320508075688772,0.0,29.393876913398138,29.393876913398138,29.393876913398138,1.0,2.23606797749979,0.0,0.0,0.0,6.4031242374328485
60,RL,90.0,10800,Pave,NA,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,956.0,Rec,182.0,384.0,1522.0,GasA,TA,Y,SBrkr,1548,1066,0,2614,0.0,0.0,2,1,4,1,TA,9,Typ,1,TA,Attchd,1974.0,RFn,2.0,624.0,TA,TA,Y,38,243,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,36,0.0,2316484.0,2396304,6832996,4,81,1,4.0,389376.0,913936.0,216,0.0,3525688648.0,3709478592,17861451544,8,729,1,8.0,242970624.0,873722816.0,2.449489742783178,0.0,39.01281840626232,39.344631145812,51.12729212465687,1.4142135623730951,3.0,1.0,1.4142135623730951,24.979991993593593,30.919249667480614
20,RL,71.0,7064,Pave,NA,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,153.0,TA,TA,CBlock,TA,TA,No,BLQ,560.0,Unf,0.0,420.0,980.0,GasA,TA,Y,SBrkr,980,0,0,980,0.0,0.0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1986.0,Unf,2.0,484.0,TA,TA,Y,192,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,25,23409.0,960400.0,960400,960400,1,36,0,4.0,234256.0,313600.0,125,3581577.0,941192000.0,941192000,941192000,1,216,0,8.0,113379904.0,175616000.0,2.23606797749979,12.36931687685298,31.304951684997057,31.304951684997057,31.304951684997057,1.0,2.449489742783178,0.0,1.4142135623730951,22.0,23.664319132398465
160,FV,60.0,2117,Pave,NA,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,420.0,Unf,0.0,336.0,756.0,GasA,Ex,Y,SBrkr,756,756,0,1512,0.0,0.0,2,1,2,1,Gd,4,Typ,1,TA,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,36,263169.0,571536.0,571536,2286144,4,16,1,4.0,193600.0,176400.0,216,135005697.0,432081216.0,432081216,3456649728,8,64,1,8.0,85184000.0,74088000.0,2.449489742783178,22.64950330581225,27.49545416973504,27.49545416973504,38.88444419044716,1.4142135623730951,2.0,1.0,1.4142135623730951,20.97617696340303,20.493901531919196
60,RL,80.0,10400,Pave,NA,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,288.0,TA,TA,CBlock,TA,TA,No,Rec,247.0,Unf,0.0,485.0,732.0,GasA,Gd,Y,SBrkr,1012,778,0,1790,1.0,0.0,1,2,4,1,TA,8,Min2,1,TA,Attchd,1972.0,RFn,2.0,484.0,TA,TA,Y,148,0,0,0,147,0,NA,NA,NA,0,11,2006,WD,Normal,36,82944.0,535824.0,1024144,3204100,1,64,1,4.0,234256.0,61009.0,216,23887872.0,392223168.0,1036433728,5735339000,1,512,1,8.0,113379904.0,15069223.0,2.449489742783178,16.97056274847714,27.055498516937366,31.811947441173732,42.30839160261236,1.0,2.8284271247461903,1.0,1.4142135623730951,22.0,15.716233645501712
20,RL,87.0,10000,Pave,NA,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1116.0,1116.0,GasA,TA,Y,SBrkr,1116,0,0,1116,0.0,0.0,1,1,3,1,TA,5,Typ,0,NA,Attchd,1962.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,385,0,NA,NA,NA,0,2,2010,WD,Normal,36,68121.0,1245456.0,1245456,1245456,1,25,0,4.0,193600.0,0.0,216,17779581.0,1389928896.0,1389928896,1389928896,1,125,0,8.0,85184000.0,0.0,2.449489742783178,16.15549442140351,33.406586176980134,33.406586176980134,33.406586176980134,1.0,2.23606797749979,0.0,1.4142135623730951,20.97617696340303,0.0
20,RL,60.0,12342,Pave,NA,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,978.0,978.0,GasA,TA,Y,SBrkr,1422,0,0,1422,0.0,0.0,1,0,3,1,TA,6,Min1,1,TA,Attchd,1960.0,RFn,1.0,286.0,TA,TA,Y,0,0,36,0,0,0,NA,GdWo,Shed,600,8,2007,WD,Normal,25,0.0,956484.0,2022084,2022084,1,36,1,1.0,81796.0,0.0,125,0.0,935441352.0,2875403448,2875403448,1,216,1,1.0,23393656.0,0.0,2.23606797749979,0.0,31.272991542223778,37.70941526992961,37.70941526992961,1.0,2.449489742783178,1.0,1.0,16.911534525287763,0.0
80,RL,80.0,9600,Pave,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,164.0,TA,TA,CBlock,TA,TA,Av,BLQ,674.0,LwQ,132.0,350.0,1156.0,GasA,Ex,Y,SBrkr,1520,0,0,1520,1.0,0.0,1,0,3,1,TA,7,Typ,2,Gd,Basment,1955.0,RFn,1.0,364.0,TA,TA,Y,0,0,189,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,36,26896.0,1336336.0,2310400,2310400,1,49,4,1.0,132496.0,454276.0,216,4410944.0,1544804416.0,3511808000,3511808000,1,343,8,1.0,48228544.0,306182024.0,2.449489742783178,12.806248474865697,34.0,38.98717737923585,38.98717737923585,1.0,2.6457513110645907,1.4142135623730951,1.0,19.078784028338912,25.96150997149434
60,RL,70.0,11606,Pave,NA,IR1,HLS,Inside,Sev,NAmes,Norm,Norm,1Fam,2Story,5,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,192.0,TA,TA,PConc,Gd,TA,Av,Rec,650.0,Unf,0.0,390.0,1040.0,GasA,TA,Y,SBrkr,1040,1040,0,2080,0.0,1.0,1,2,5,1,Fa,9,Typ,2,TA,Attchd,1969.0,Unf,2.0,504.0,TA,TA,Y,335,0,0,0,0,0,NA,NA,NA,0,9,2007,WD,Family,25,36864.0,1081600.0,1081600,4326400,1,81,4,4.0,254016.0,422500.0,125,7077888.0,1124864000.0,1124864000,8998912000,1,729,8,8.0,128024064.0,274625000.0,2.23606797749979,13.856406460551018,32.2490309931942,32.2490309931942,45.60701700396552,1.0,3.0,1.4142135623730951,1.4142135623730951,22.44994432064365,25.495097567963924
80,RL,82.0,9020,Pave,NA,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259.0,TA,TA,CBlock,TA,TA,Gd,GLQ,624.0,Rec,336.0,288.0,1248.0,GasA,TA,Y,SBrkr,1350,0,0,1350,1.0,0.0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1964.0,RFn,2.0,520.0,TA,TA,Y,176,0,0,0,0,0,NA,GdPrv,NA,0,6,2008,WD,Normal,36,67081.0,1557504.0,1822500,1822500,1,36,0,4.0,270400.0,389376.0,216,17373979.0,1943764992.0,2460375000,2460375000,1,216,0,8.0,140608000.0,242970624.0,2.449489742783178,16.09347693943108,35.32704346531139,36.742346141747674,36.742346141747674,1.0,2.449489742783178,0.0,1.4142135623730951,22.80350850198276,24.979991993593593
70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,636.0,636.0,GasA,TA,Y,FuseA,1089,661,0,1750,0.0,0.0,1,0,3,1,Ex,8,Typ,0,NA,Detchd,1937.0,Unf,1.0,240.0,Fa,Po,N,0,0,293,0,0,0,NA,MnPrv,NA,0,6,2006,WD,Abnorml,25,0.0,404496.0,1185921,3062500,1,64,0,1.0,57600.0,0.0,125,0.0,257259456.0,1291467969,5359375000,1,512,0,1.0,13824000.0,0.0,2.23606797749979,0.0,25.219040425836983,33.0,41.83300132670378,1.0,2.8284271247461903,0.0,1.0,15.491933384829668,0.0
120,RL,34.0,4590,Pave,NA,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1530.0,1554.0,GasA,Ex,Y,SBrkr,1554,0,0,1554,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,627.0,TA,TA,Y,156,73,0,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,64,11664.0,2414916.0,2414916,2414916,4,36,1,4.0,393129.0,576.0,512,1259712.0,3752779464.0,3752779464,3752779464,8,216,1,8.0,246491883.0,13824.0,2.8284271247461903,10.392304845413264,39.42080668885405,39.42080668885405,39.42080668885405,1.4142135623730951,2.449489742783178,1.0,1.4142135623730951,25.03996805109783,4.898979485566356
20,RL,85.0,11900,Pave,NA,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209.0,TA,Gd,CBlock,TA,TA,No,ALQ,822.0,Unf,0.0,564.0,1386.0,GasA,TA,Y,SBrkr,1411,0,0,1411,0.0,0.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1977.0,Fin,2.0,544.0,TA,TA,Y,192,0,0,0,0,0,NA,NA,NA,0,4,2009,WD,Family,49,43681.0,1920996.0,1990921,1990921,4,36,1,4.0,295936.0,675684.0,343,9129329.0,2662500456.0,2809189531,2809189531,8,216,1,8.0,160989184.0,555412248.0,2.6457513110645907,14.45683229480096,37.22902093797257,37.5632799419859,37.5632799419859,1.4142135623730951,2.449489742783178,1.0,1.4142135623730951,23.323807579381203,28.6705423736629
20,RL,80.0,9250,Pave,NA,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,480.0,LwQ,468.0,108.0,1056.0,GasA,TA,Y,SBrkr,1056,0,0,1056,0.0,1.0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1954.0,Unf,1.0,260.0,TA,TA,Y,390,0,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,25,0.0,1115136.0,1115136,1115136,1,36,0,1.0,67600.0,230400.0,125,0.0,1177583616.0,1177583616,1177583616,1,216,0,1.0,17576000.0,110592000.0,2.23606797749979,0.0,32.49615361854384,32.49615361854384,32.49615361854384,1.0,2.449489742783178,0.0,1.0,16.1245154965971,21.908902300206645
90,RL,64.0,6979,Pave,NA,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,1056.0,Unf,0.0,0.0,1056.0,GasA,Gd,Y,SBrkr,1056,0,0,1056,2.0,0.0,0,0,0,2,TA,4,Typ,0,NA,Detchd,1980.0,Unf,2.0,576.0,TA,TA,Y,264,56,0,0,0,0,NA,GdPrv,Shed,600,6,2010,WD,Normal,36,0.0,1115136.0,1115136,1115136,0,16,0,4.0,331776.0,1115136.0,216,0.0,1177583616.0,1177583616,1177583616,0,64,0,8.0,191102976.0,1177583616.0,2.449489742783178,0.0,32.49615361854384,32.49615361854384,32.49615361854384,0.0,2.0,0.0,1.4142135623730951,24.0,32.49615361854384
190,RH,60.0,10896,Pave,Pave,Reg,Bnk,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,Fa,TA,CBlock,TA,Fa,No,LwQ,256.0,Unf,0.0,1184.0,1440.0,GasA,Ex,Y,FuseA,1440,1440,515,3395,0.0,0.0,2,0,8,2,Fa,14,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,N,0,110,0,0,0,0,NA,NA,NA,0,3,2007,WD,Abnorml,36,0.0,2073600.0,2073600,11526025,4,196,0,0.0,0.0,65536.0,216,0.0,2985984000.0,2985984000,39130854875,8,2744,0,0.0,0.0,16777216.0,2.449489742783178,0.0,37.94733192202055,37.94733192202055,58.26662852782886,1.4142135623730951,3.7416573867739413,0.0,0.0,0.0,16.0
30,RM,51.0,6120,Pave,NA,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,2,3,1936,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,264.0,264.0,Grav,Fa,N,FuseA,800,0,0,800,0.0,0.0,1,0,1,1,Fa,4,Maj1,1,Po,NA,0.0,NA,0.0,0.0,NA,NA,N,0,0,0,0,0,0,NA,NA,NA,0,1,2009,ConLw,Normal,4,0.0,69696.0,640000,640000,1,16,1,0.0,0.0,0.0,8,0.0,18399744.0,512000000,512000000,1,64,1,0.0,0.0,0.0,1.4142135623730951,0.0,16.24807680927192,28.284271247461902,28.284271247461902,1.0,2.0,1.0,0.0,0.0,0.0
190,RM,50.0,6000,Pave,NA,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,811.0,811.0,GasA,TA,Y,FuseA,811,576,0,1387,0.0,0.0,2,0,3,2,Gd,7,Typ,0,NA,BuiltIn,1954.0,Unf,1.0,256.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,11,2009,WD,Normal,25,0.0,657721.0,657721,1923769,4,49,0,1.0,65536.0,0.0,125,0.0,533411731.0,533411731,2668267603,8,343,0,1.0,16777216.0,0.0,2.23606797749979,0.0,28.478061731796284,28.478061731796284,37.242448899072144,1.4142135623730951,2.6457513110645907,0.0,1.0,16.0,0.0
30,RL,67.0,8777,Pave,NA,Reg,Lvl,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Gd,Y,FuseA,796,0,0,796,0.0,0.0,1,0,2,1,TA,4,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,P,328,0,164,0,0,0,NA,MnPrv,NA,0,5,2008,WD,Normal,25,0.0,633616.0,633616,633616,1,16,0,0.0,0.0,0.0,125,0.0,504358336.0,504358336,504358336,1,64,0,0.0,0.0,0.0,2.23606797749979,0.0,28.21347195933177,28.21347195933177,28.21347195933177,1.0,2.0,0.0,0.0,0.0,0.0
120,RL,53.0,3982,Pave,NA,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,1154.0,Unf,0.0,366.0,1520.0,GasA,Ex,Y,SBrkr,1567,0,0,1567,1.0,0.0,2,0,1,1,Ex,7,Typ,1,Gd,Attchd,2006.0,Fin,3.0,648.0,TA,TA,Y,312,0,0,0,0,0,NA,NA,NA,0,10,2006,New,Partial,64,0.0,2310400.0,2455489,2455489,4,49,1,9.0,419904.0,1331716.0,512,0.0,3511808000.0,3847751263,3847751263,8,343,1,27.0,272097792.0,1536800264.0,2.8284271247461903,0.0,38.98717737923585,39.585350825778974,39.585350825778974,1.4142135623730951,2.6457513110645907,1.0,1.7320508075688772,25.45584412271571,33.97057550292606
120,RL,62.0,12677,Pave,NA,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1218.0,Unf,0.0,300.0,1518.0,GasA,Ex,Y,SBrkr,1518,0,0,1518,0.0,0.0,1,1,1,1,Ex,6,Typ,1,Gd,Attchd,2003.0,RFn,2.0,588.0,TA,TA,Y,185,140,0,0,0,0,NA,NA,NA,0,4,2008,WD,Normal,64,222784.0,2304324.0,2304324,2304324,1,36,1,4.0,345744.0,1483524.0,512,105154048.0,3497963832.0,3497963832,3497963832,1,216,1,8.0,203297472.0,1806932232.0,2.8284271247461903,21.72556098240043,38.961519477556315,38.961519477556315,38.961519477556315,1.0,2.449489742783178,1.0,1.4142135623730951,24.24871130596428,34.899856733230294
60,FV,60.0,7050,Pave,NA,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,738.0,Unf,0.0,319.0,1057.0,GasA,Ex,Y,SBrkr,1057,872,0,1929,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,Fin,2.0,650.0,TA,TA,Y,0,235,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,49,0.0,1117249.0,1117249,3721041,4,49,1,4.0,422500.0,544644.0,343,0.0,1180932193.0,1180932193,7177888089,8,343,1,8.0,274625000.0,401947272.0,2.6457513110645907,0.0,32.51153641401772,32.51153641401772,43.9203825119955,1.4142135623730951,2.6457513110645907,1.0,1.4142135623730951,25.495097567963924,27.16615541441225
80,RL,75.0,13860,Pave,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1410.0,Unf,0.0,542.0,1952.0,GasA,Gd,Y,SBrkr,2000,704,0,2704,1.0,0.0,2,1,4,1,Ex,9,Typ,3,TA,Attchd,1972.0,Fin,2.0,538.0,TA,TA,Y,269,111,0,0,0,0,NA,MnPrv,NA,0,7,2009,WD,Normal,64,0.0,3810304.0,4000000,7311616,4,81,9,4.0,289444.0,1988100.0,512,0.0,7437713408.0,8000000000,19770609664,8,729,27,8.0,155720872.0,2803221000.0,2.8284271247461903,0.0,44.181444068749045,44.721359549995796,52.0,1.4142135623730951,3.0,1.7320508075688772,1.4142135623730951,23.194827009486403,37.54996671103717
60,RL,80.0,10793,Pave,NA,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,1969,Mansard,CompShg,WdShing,HdBoard,BrkFace,263.0,TA,TA,CBlock,TA,TA,No,Rec,493.0,BLQ,287.0,0.0,780.0,GasA,Ex,Y,SBrkr,780,840,0,1620,0.0,0.0,2,1,4,1,TA,7,Min1,0,NA,Attchd,1969.0,Fin,2.0,462.0,TA,TA,Y,208,0,0,0,0,0,NA,GdWo,NA,0,4,2007,WD,Normal,25,69169.0,608400.0,608400,2624400,4,49,0,4.0,213444.0,243049.0,125,18191447.0,474552000.0,474552000,4251528000,8,343,0,8.0,98611128.0,119823157.0,2.23606797749979,16.217274740226856,27.92848008753788,27.92848008753788,40.24922359499622,1.4142135623730951,2.6457513110645907,0.0,1.4142135623730951,21.494185260204677,22.20360331117452
20,FV,85.0,9187,Pave,NA,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,1121.0,Unf,0.0,645.0,1766.0,GasA,Ex,Y,SBrkr,1766,0,0,1766,1.0,0.0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,2009.0,Fin,3.0,478.0,TA,TA,Y,195,130,0,0,0,0,NA,NA,NA,0,10,2009,New,Partial,81,26244.0,3118756.0,3118756,3118756,4,49,1,9.0,228484.0,1256641.0,729,4251528.0,5507723096.0,5507723096,5507723096,8,343,1,27.0,109215352.0,1408694561.0,3.0,12.727922061357855,42.02380277890139,42.02380277890139,42.02380277890139,1.4142135623730951,2.6457513110645907,1.0,1.7320508075688772,21.863211109075447,33.481338085566414
